Count,Noun,Verb,Letter,adjective,morphological,The,diacritic,Outcome,Word
7.0,6.0,0.0,0,0,1.0,1,3.0,1,البلاغة
4.0,6.0,0.0,0,0,1.0,0,3.0,1,إليه
5.0,6.0,0.0,0,0,1.0,0,3.0,0,آياته
3.0,0.0,1.0,0,0,1.0,0,1.0,0,أنّ
7.0,6.0,0.0,1,0,1.0,1,3.0,0,المألوف
8.0,6.0,0.0,0,0,1.0,1,3.0,1,المفردات
5.0,6.0,0.0,0,0,1.0,1,3.0,1,الجمل
7.0,6.0,0.0,0,0,2.0,0,3.0,0,البياني
6.0,6.0,0.0,0,0,2.0,1,3.0,1,الخطاب
5.0,6.0,0.0,0,0,2.0,0,3.0,0,الجنّ
4.0,0.0,1.0,0,0,2.0,0,3.0,0,أتوا
