Count,Noun,Verb,Letter,adjective,morphological,The,diacritic,Outcome,Word
5.0,0.0,1.0,0,0,7.0,0,2.0,1,b603ae0ca4445c8a2775d975cf196109b0c7c4a053a7553c4fe31db82cbae710
6.0,6.0,0.0,0,1,10.0,0,2.0,1,aa3a19897a7c81998037c80befd854bbcd4b283d063587903bd256d44a2af69a
5.0,6.0,0.0,0,0,5.0,0,1.0,1,7c4734c15ccc486cd5ad0439de1f061b4240062f5afe203be0afe9aa91d3eb19
4.0,0.0,3.0,0,0,2.0,0,2.0,1,49cb5e4f510da8701e4ed7565e4719a2448d5658d14bba3e05cd2309be742300
4.0,6.0,0.0,0,0,1.0,1,1.0,1,efc6d18055d9936a8dbf069d34cac955de3f124c3b47e1d30876dc067577a5d9
5.0,6.0,0.0,0,0,1.0,1,3.0,1,ef91a095b0a98040d40eef37cbd51a286b0a683a9186ca2176a70356b56bdcd4
4.0,0.0,1.0,0,0,2.0,0,1.0,1,943cc028cc5cd78930d68dd5df96b945530916e8abd5aa9e796be725af716fe0
5.0,6.0,0.0,0,0,6.0,0,3.0,1,9483e1a6b402dd437a152fd060b5f2f37448b06213bf48ee0e13c13a714a61e4
5.0,6.0,0.0,0,0,6.0,0,3.0,1,87a1323abae81fcb89de1d2e08ffee0f405a581fe6a05817ff917331345f48d6
5.0,6.0,0.0,0,0,2.0,0,3.0,1,7610f68b671732d9ec27eeee459f4efd24a06bb9f5f5c53ec7337f9691033d17
8.0,6.0,0.0,0,0,2.0,1,3.0,1,49f7685a0b69c4a870b3a11169e45cea17c9b2c1a74680f1206816b7b837f86e
6.0,6.0,0.0,0,0,2.0,0,3.0,1,4f913a9861f4d1eef34a135c12731448e25ca456c9a36a39252cfbb0321f39ec
5.0,6.0,0.0,0,0,2.0,1,3.0,1,190bdd46a28b4cb5c9458aa987a1fcb22dacb800e41d73aa72e755737ae528f6
5.0,6.0,0.0,0,0,2.0,1,3.0,1,d92a9a58c3f510d8d70bafcfb7ea91c269abd2548dcfee27ae9dc068b20c51c4
6.0,6.0,0.0,0,0,2.0,0,3.0,1,97dfdb1109ee3727c432444c4c2c78861ff259c37ea51e021079f91ddac46128
7.0,6.0,0.0,0,0,1.0,1,3.0,1,d45b672901e9d37c2e0078ed91575d771897512529606a90ab5ff75323ca794a
7.0,6.0,0.0,0,0,1.0,1,3.0,1,0d66036bd5bedbf510fdbc1905b5962bfb4aa90c0d1ac8c1e5c1ac6ae2e37ef9
4.0,6.0,0.0,0,0,1.0,0,3.0,1,53615adfe28a303f93b1b8476608ab4ee877424fc48f538a25ab2141541a335e
8.0,6.0,0.0,0,0,1.0,1,3.0,1,e8465d5e1cfa1c2f3962c00a4eb3d6042cc75f07dad99986052d2865a5566525
5.0,6.0,0.0,0,0,1.0,1,3.0,1,418492defb6afc8f0634f90743aa287baa0bdad6805f504d3d93887c0490a65d
